SL. ,Comment,Hate,Type
433,Motamuti boro ache,No,Not Hate
434,bancud tor ay obostha Hobe,Yes,Slang
435,Vabi re blsi wait vay ,No,Not Hate
436, Tumar dim vasbo,No,Not Hate
437,Mangsho ranna Korte pari ,No,Not Hate
438,Khaita pari aita e onk.,No,Not Hate
439,na kheye thaken etao onk,No,Not Hate
440,Na gooo tmi e sikhe nao ami ghurbo khabo gumabo er tmi ranna bashon maja moshari tanano sob korba,No,Not Hate
441,Akdom thik kotha,No,Not Hate
442,Sudu dim nh minimum 20+ item ranna korte pari atai onk,No,Not Hate
443,Tacara r ki lage . Oitai jothesto,No,Not Hate
444,Nijer bal nijey kat te pari eta onek,Yes,Slang
445,bari bal paro tahole tume,Yes,Slang
446,Aj theke free fire bad pubg khelbo,No,Not Hate
447,Ami to coc. free fire. pubg. ai 3 tai kheli taile amar ki 3 ta gf hobe ,No,Not Hate
448,are miya pubg deyar dorker ki cilo ami to meye ta amar ki ay golo yea mane ,No,Not Hate
449,lesbian apu,Yes,Sexual
450, apu pubg id den apnar sathe khelbo,No,Not Hate
451,apunik na mane to ki hose..... Amir to pubg khali.... ,No,Not Hate
452,vai free fire player der bow ta aktu valo  diben na,No,Not Hate
453, ff jamon bou. o tamon ,No,Not Hate
454,At least bokacondro ra bujte parse je pubg player go loge mess nehi karneka barna uski Unda forneka  jak vallagse bou ta,Yes,Slang
455,Vai kheli to PUBG 1ta re koyjon nibe... Jonogon er sarthe dan korlam...,No,Not Hate
456,Free fire chere ajk pubg khela suru korbo ,No,Not Hate
457,Tar mane Amer 4 ta bou !,No,Not Hate
458,Hoo vai posondo hoiche parcel kore diye jan plz,No,Not Hate
459, Aj Theke ami fire fire bad pubg ' jindabad,No,Not Hate
460,Areh  k acis bow dekhe ja bow paye geci,No,Not Hate
461,Vai ami coc + FF player so amar 2 ra bou kintu bou dwita parcels kore basai pathai diyan,No,Not Hate
462,"Ami to onak game khale,,,,,Temple run,,Free Fire,,, Ludu,,,,, thaholay amar bow kon ta",No,Not Hate
463,Ff player bow ta ke amare chure matun,No,Not Hate
464,vai ami free fire kheli amarta parcel kore dia den,No,Not Hate
465,Toi vala hoile ami o eto din e vala hooya jaitam,No,Not Hate
466,tore r vala krte parlam na re toi luiccai roiya geli,Yes,Others
467,Ami obosso pubg player.. Kintu age free fire kheltam..  Coc o install dea ase.. r majhe majhe Run temple kheli... Ekhon amr konta aprai bln ,No,Not Hate
468,Vai vhabtasi akhn theke free fire badh Diya pubg khela shuru Kormu ,No,Not Hate
469,"Niche petikot ache seta bollo kintu upore je2 ta peyara ache seta kno bollo na ,kew niye jabe ttai",Yes,Sexual
470,"Ei deke sob gula ex bow ke divorc deya free fire ke present bow hisabe songsar kora ami,",No,Not Hate
471,Pubg player der jamai er collection dile valo hoito,No,Not Hate
472,Vai ami coc & pubg kheli oigula amar ar sunenen jara pubg & coc khelen tara kintu eder dike nojor dibenna plz...,No,Not Hate
473,Ami ja disen shobi kheli shob gula den amk,No,Not Hate
474,PUBG player er bow ki jno cuse khabar jnno tanteche...,Yes,Sexual
475,Free Fire player der bow er theka sundor bujsos,No,Not Hate
476,mama parle biya koraio deh mama,No,Not Hate
477,Ai nostor baccain der ke biya korbe ke je biya korbe se sala akta pagol cagol cara ar kicu na,Yes,Others
478,pubg er gushti chudi shala,Yes,Slang
479,Taile tw amr laiga onek gola ailo bou mm.,No,Not Hate
480,Vai bisas koren ami minecraft khale na age khalta ai video dekhe minecraft ki jini ta ami vhule gesi.,No,Not Hate
481,bundho tmi nh ludu khelo,No,Not Hate
482,PUBG Player er song name ta ki?,No,Not Hate
483, are ase dak pubg er ager ta,No,Not Hate
484,Jak pubg kheila lav hoyse bangla vai  astase amr order ta apner kache hefazote rakhen,No,Not Hate
485,vhai porn gamer der bow gula dekhte pelam nah .,Yes,Sexual
486,Taile tw amr laiga onek gola ailo bou,No,Not Hate
487,Vai bissas koren ami minecraft game khale na age khalta ai video dekhe minecraft ki jini ta ami vhule gese.,No,Not Hate
488,AJ theke free fire bad diye  pubg khelmo Ami,No,Not Hate
489,Tomi amar balar video banau ,Yes,Slang
490,Bai ami to game thoi da khali ami ki bow thoi da nita parmo,No,Not Hate
491,Dudh gorom hole shor jome upore r meyeder niche,Yes,Sexual
492,chudir bhai free fire ta bhalo dawa dorkar silo,Yes,Slang
493,Free fire er mayre ch*di....pubg install maro re,Yes,Slang
494,protiva ace,No,Not Hate
495,Tatay amar bal cera gelo,Yes,Slang
496,Ami ekta bichi bechbo,No,Not Hate
497,amio akta bechmu vabchi,No,Not Hate
498,"Kidney to thake pichoner dike, bandage samner dike kora ken?",No,Not Hate
499,Kidni ki samne thake naki,No,Not Hate
500,ami amr kidney sale dibo kew ki niba,No,Not Hate
501,nunu bechbo kinte chaile keo janaio,Yes,Sexual
502,Aha kew dhor amare,No,Not Hate
503,Kidney nah beche putki taa beche dile kichu din beche jeto,No,Not Hate
504,Kidney kokhon samne aslo!!!! ,No,Not Hate
505,Allah tomake hedayet dan koruk. Jate tumi ar eisob baje pic post na koro. Amin.,No,Not Hate
506,api aro ekta diye amare ekta iphone kine den ,No,Not Hate
507, tor kidni bikri koira ami iPhone kinmu ,No,Not Hate
508, Tr kidni beicca kinoc na kne amre koire kitar lagi,No,Not Hate
509,Sudu ainar samne pic tular jnn,No,Not Hate
510,Vai namaj porte jai jilapi ar jonno nah,No,Not Hate
511,Alhamdulillah je jumma bar ta paisi,No,Not Hate
512,oi Miya Tumi bujso na kisu tomar eee pap Hobe remove dew,No,Not Hate
513,ahare ajj ekta jamai thakle aina dito apnare ,No,Not Hate
514,ok problem nai ami khuje dibo ne ,No,Not Hate
515,toi akta legend boja gace,No,Not Hate
516,Nah jalebir dam onek tai keu deyna,No,Not Hate
517,Aj gelam koto asa niye.aj kew dei nai,No,Not Hate
518,TikTok a jilaba song dekhar pore ar Mon chay na,No,Not Hate
519, Ajka deselo mosjid a but anci na jelapi,No,Not Hate
520,Ekta prem korte pari nai ar ex pabo koi ,No,Not Hate
521,Siddharth er atogula shana ase ta too jant am na,No,Not Hate
522,Faltu meye gulo.... Karo feelings niye hasi tamasha korte nei ader nijeder je porjonto kharap kicu na hobe sodrabe na... ..,Yes,Others
523,Aei song niye suru kore dice...,No,Not Hate
524,Aj o bece gelo amr name,No,Not Hate
525,ato sundor motivational  makeup video kore unake kew support Kore na muslim Jodi sodik hoi aiduniay tar dam  nai  Jahannami ra dam ai duniay,No,Not Hate
526,Ami sumon amr kuno ex nai,No,Not Hate
527,Vai ato nam bad dea amr nam dete galen kan,No,Not Hate
528,Allaaaaaaaahhhh tomar kasy bichar roilooooo ,No,Not Hate
529,ader sober x akta chale e taw fuck boy ,Yes,Others
530,Ei gaan ta niye emn na korlew parten...,No,Not Hate
531,trend er mayre chudi,Yes,Slang
532,Video ta dekhar por ami ,No,Not Hate
533,Jottosob pagol er mela,No,Not Hate
534,ah sona go khub koshto hocche na?,No,Not Hate
535,Tahole apni myb jama pora thakem always! ,Yes,Sexual
536,Bahh...! besibag chelera deki sundor hoia gelo ,No,Not Hate
537,Na sobai thake na ok. ,No,Not Hate
538,lagle boilo pblm nai  tomra meyera tw abar takla kakuder burir upor crush khao,No,Not Hate
539,Amr ek takla kaka chilo tar  buri ta dekhaitam arki,No,Not Hate
540,Apnake dekhte chawa amr mon,No,Not Hate
541,inbox e ashen,No,Not Hate
542,klk apnar basar samne aissa guraguri korbe dekhben ,No,Not Hate
543,Sundor meyera basai dress pore thake,No,Not Hate
544,amar soitan friend ar soitani kotha,No,Not Hate
545,ar shundori meye nengta thake,Yes,Sexual
546,oma tai naki?,No,Not Hate
547,Kar teikei copy marsen post ta,No,Not Hate
548,Tahole sob cele rai sundor judi amn taa hoy,No,Not Hate
549,Hoo vai apnar kotha suno jama kapor sob bece dichi cz sundor hote hobe,No,Not Hate
550,Bainchod AMr Matha ulot palot koira laise,Yes,Slang
551,Vai tumi ki. Bahire thake. Mane  Soudi arob,No,Not Hate
552,ka oi maiya ta daki to dakouu. ,No,Not Hate
553,vai you are Sirius taniya ta k vai ,No,Not Hate
554,Asci fira barita biyar postab ta dia na gala khobor aca ,No,Not Hate
555,Kaji office jabo na Basay kaji nia asan,No,Not Hate
556,Oky babu aso kaji office e jai,No,Not Hate
557,O no ami booked  bollam na ,No,Not Hate
558, ami tmr e cilam nahidar aci r taniyar thakbo ,No,Not Hate
559, Niye gece akta kutta,Yes,Slang
560,Thaniya ekhn C.U.D.S-E,Yes,Sexual
561,Kintu taniya toh cudse ..,Yes,Sexual
562,Aro Aktu Valo kore Short likhben boro hoise beshi likhtw hobe j. ,No,Not Hate
563,Pukur parer Khashi Taniyeake valobashi ,No,Not Hate
564,hoito tmr jnnoi aj ami single ,No,Not Hate
565,Edaning amay niye eto post korchen bepar ki.nije k to ekhon celebrate mone hochche.,No,Not Hate
566,tmk kintu onk love Kore aktu bujo,No,Not Hate
567,Le Bangla vai ata tor jonno,No,Not Hate
568,Shera bangali chudir vai purushkar dawa hok,Yes,Slang
569,Bah ato vlo basha koi thake ,No,Not Hate
570,horek rokom mal tania amar bal,Yes,Slang
571,dusto kno jani tumi tumi mone hosche,No,Not Hate
572,bah jijaji peye niyechi ,No,Not Hate
573,Thqniya cuds e ase..okhane jay ko.ekhane bal felos kn,Yes,Slang
574,Na ami taniya k vlobasi ami to taniyar soto bon k vlobasi,No,Not Hate
575,Oh Amara bad ,No,Not Hate
576,eto bal bal koris ken?,Yes,Slang
577,binodon dila nati,No,Not Hate
578,Congratulations for 200k polaipain Allah bachai rakhok ,No,Not Hate
579,Mama akta piknik hoye jak,No,Not Hate
580, na na bhai jindigiteo na..,No,Not Hate
581, Vai tmr jonno amr khub kharap lagse,No,Not Hate
582,ahon to maipa deha lagbo tobe majha porjonto,No,Not Hate
583,kire shalar put,No,Not Hate
584,height jdi 3fit hoi tahole majha porjonto hoa lav ki,Yes,Appearance
585,Lomba chul meye gula luiccha hoy,Yes,Appearance
586,Amar Bal ta,Yes,Slang
587,Chule meyeder shoundorjo,No,Not Hate
588,bathroom e bal kat te kat te machine niche pore gese,Yes,Slang
589,Kon chul nicher na uporer,Yes,Sexual
590,ho cini apa. Eita diya ki korba ,No,Not Hate
591,Nicher tolar na uporer chul?,Yes,Sexual
592,Ai ta diye tomar chul katbe,No,Not Hate
593,"7 "" chilo but akn army cut ",No,Not Hate
594,ar Khlar smykoto tuku?,No,Not Hate
595,Tomar dhoner cheye boro,Yes,Sexual
596,Egulo edit kora jai.. ,No,Not Hate
597,hmm onak age mapa silo,No,Not Hate
598,Vai first a onno kicu vabsilam ,No,Not Hate
599,beyadp ra tw onno kicui vabbe,No,Not Hate
600,Kono din mapi nai mepe dakhte hbe,No,Not Hate
601,Inchir gushti mari jongol porishkar rakhi,No,Not Hate
602,51 din chul kati na jaiga pai na,No,Not Hate
603,bit maira tule fel,No,Not Hate
604,Path khete jan okhane katen,No,Not Hate
605,dekbo na ratre jaiben torch loia ,No,Not Hate
606,Kon gola vai details e volle valo hoi ,No,Not Hate
607,Or nic theke buk porjontoh dukanor moto boro acche,Yes,Sexual
608,Shutiye lal kore dibo nongrami ber kore dibo,No,Not Hate
609,Chuler kotha to jani na kintu baler ta jani,Yes,Slang
610,Tor nanir heda chutiya,Yes,Slang
611,Ami to already vabi ei sona,Yes,Sexual
612,Taniya ki basay asche? Naki Chittagong University Debating Society tei ache?,No,Not Hate
613,Ken bhai apni musolmani koren nai?,Yes,Sexual
614,Tania mane to amra jani underwear. To apner Tania kida?,No,Not Hate
615,ki hobe naki amar bhabi?,No,Not Hate
616,Bhai tore bichi para pathabo,Yes,Slang
617,Shala tor nunu nai tui ki katbi?,Yes,Sexual
618,Hahaha...bikkhato jony sins Ar choto bai akhon nahidar jamai...sobai sune rakhen,Yes,Sexual
619,hi allah biye korlam na baby koi pabo ,No,Not Hate
620,Vaii amago jhole..emne nahida koiya chillaitachen k ,No,Not Hate
621,Sumiya Sadia r din ses nahida r Bangladesh ,No,Not Hate
622,Tmr ager 3 ta gf je cilo oi gula koi gece ga?,No,Not Hate
623,"Tomar kotha bole lav ace tumi akta play boy,,,noakhalite giya o meyeder ke car dawwa na...",Yes,Sexual
624,nahida hocche ek projatir nikristo prostitute.,Yes,Sexual
625,hoo 18+ post..tumi to picchi,No,Not Hate
626,eshob kothai kan dite nei,No,Not Hate
627,meye hole misti khaoaio,No,Not Hate
628,Luicca ka k bole.. Apnk dekhle buja jay,Yes,Slang
629,ki Vai ki asb ha??? Prem ta ki dekhe sune kro nai??? Sobai to bacchar baba porichoy diteche,No,Not Hate
630,appi ei gola ki naojobillah.. Ammu janeh.. ,No,Not Hate
631,Taniya vabir din ses nahida vabir Bangladesh,No,Not Hate
632,amio bujhi nai apu...ore aktu bujhaite bolen,No,Not Hate
633,R a ara kara? kotheke ashe ara,No,Not Hate
634,biya korla daoyat dila na,No,Not Hate
635,Narkel gache dab... daber moddhe ata abr ki,No,Not Hate
636,"tkay bare sud, bhalobashai dudh",Yes,Sexual
637,valo hoye jao abul valo hoye jao ar koyta ase tomar list a ,No,Not Hate
638,Ada pada lobon chada Ami apnar dadar dada,No,Not Hate
639,Ami tmr baicchar bap,No,Not Hate
640,narkel gache kola tui amar pola,No,Not Hate
641,ek bhai dilo gali nahida amar shali.,No,Not Hate
642,"Tara kharap khelei bad porse,,,r domestic e Valo khelle emnei bad porse......",No,Not Hate
643,Sabbir re nia rajniti korlo,No,Not Hate
644,vai abeg fele den...realty mene nin...apnar prio player j kew hote pare but they are not good enough and not consistent ,No,Not Hate
645,Amra ki sudu akhon k bamboo dimu akjon k ovinondon dimu?,No,Not Hate
646," imrul, Anamul, sabbir dee je form tar cheye liton, soumya agaya ase ",No,Not Hate
647,Anisul Emon o kintu bhalo batting kore,No,Not Hate
648,Miraj ar t-20 record janen Mosaddek ar kotha nai ba bollam Taijul o t-20 valo khele na Imrul bijoy akta sujog pete pare,No,Not Hate
649,Ziaur Rahman tumi j 6666 marsila tar dos koi,No,Not Hate
650,Bangladesh kokhono bujbe na...,No,Not Hate
651,"Imrul,,,Sabbir,,,Bijoy tarao ek somoyer Lord....Miraj,,Mosaddek,,Taijul era T20 er player na..Oneday r test to khelei...",No,Not Hate
652,bhai mossadek to aro age boundary par korte parbena ,No,Not Hate
653,Ziaur Right brother apnakew dorkar c lo,No,Not Hate
654,Jara cricket na buje abegi kotha bole tarai esob bolte pare...,No,Not Hate
655,Eivabe sorasori bolte hobe r chup thakle hobe na brother,No,Not Hate
656,Papon k jigges koren..Soumya k nise j naki Difference i korte pare nh..R futwark to bad iii dilam..R take abar Test cricket e o ney Bangladesh,No,Not Hate
657, tumi nije o valo maner batsman ,No,Not Hate
658,"Amra jodi shiktam, tahole in form ekta team asbe, ter agey diye coach r senior player der chuti ditam na. Desh ese practice start kortam.5 ta match khele jader break neya lage, tader theke kisu asa kora vul.",No,Not Hate
659,tader bitor ektu ohongkar chole asche....,No,Not Hate
660,"Ami 10 match khelte chai,valo na khelte parle fashi dete chaile,fashi mene nebo.",No,Not Hate
661,Rasell taklar pochondo na mone hoy team ta sesh bhai jan ar kono onuvoti kaj kore na harlei ki jitlei ki.,Yes,Others
662,Jader name bolsen edr world ranking e obosthan kothai??? J 2 tak bad dise edr cheyeo kharap r slow player eigula.  Notun hard heater player lagbe esob durbol 90s er doshoker player er ekn r kono chance ni team e.,No,Not Hate
663,Emon o kharap na BPL e century ase ,No,Not Hate
664,Shuru hoise notun chodon notun player dorkar,Yes,Slang
665,khelar bal o bojhe nah j afif k bad dite bolche....,Yes,Slang
666,Liton k to mante parlam na bhai. Soumya bounci wicket e bhalo khele.but liton kono kajer ei na .na batting na fielding,No,Not Hate
667,Ei bar amra sob match win ,Yes,Slang
668,Ai list a tor nam ta miss korci vison,No,Not Hate
669,Khub kharap lagchea bar bar bad porchi... ,No,Not Hate
670,"Tohid eder theke onek valo khele... Hoyto t20 level er player na... But new der sujug din... Ora kintu apnader jonno u19 jite aschilo.... Ja bijoy, vimrul pare nai...",No,Not Hate
671,ai desh er ki hobe??? oviggo valo valo koto player ache..r notun der k nea para parri...oder vobissot ondhokar.,No,Not Hate
672,Joy to prform kortase oreo chance deya hok,No,Not Hate
673,Ei doder baccha deye kiso hobena 6fit+ player lagbe,Yes,Appearance
674,Home e sobai valo korbe kom besi away te e joto problem,No,Not Hate
675,Bal orabe or,Yes,Slang
676,Tomader k gaja shebon kore mathe namate hobe,Yes,Others
677,Desh er hogamara aro shara,Yes,Slang
678,Era abar kon abal,Yes,Slang
679,Dudh khawa polapan diye ki hobe?,Yes,Others
680,"Sudhu eder doshta kno den bar bar,doler onno player ra kirom chudaite parse seta to valoi dekhchi",Yes,Slang
681,Aro somoy deya ucit tader,No,Not Hate
682,Tor chuto vai re ovinondon jana,No,Not Hate
683,Akono shomo hoi nai ader dole newa,No,Not Hate
684,Akbor ali k dole nei na ken chagol papon,Yes,Others
685,T20 te Towhid Ridoy valo kichu korte parbe na....Take odi r test er jonno try kra jete pare..se stroke maker na...,No,Not Hate
686,ai desh er ki hobe??? oviggo valo valo koto player ache..r notun der k nea para parri...oder vobissot ondhokar,No,Not Hate
687,"Toder nanake shujug de...imrul k dite koshto hoy naki..sabbir,,,  anamul egulake dite ki hoy",No,Not Hate
688,Ai duijon Jodi 20+20=40 run dite pare tatei enough…,No,Not Hate
689,"Mominul Hoque, imrole sabbir.and asrful k dole ana hok",No,Not Hate
690,National Team er name change kore National League deya hok.,No,Not Hate
691,Imrul r Sabbir team e thaka proyojon.,No,Not Hate
692,Oder khela valo kore deksos koto sojog paise ,No,Not Hate
693,Oder performance bpl.domestic kothao Valo nai kivabe chance dibe ? Imrul odi player t20 avarage 8 what a joke,No,Not Hate
694,Emon hisab korle tur to sob players baad diya new team banate hobe.,No,Not Hate
695,Oi dui sala k yajibon bad doya hok,Yes,Others
696,Eder future ta o kheye dibe BCB jemon Soumya Liton er obostha ekhon,No,Not Hate
697,Bal ta falay bo,Yes,Slang
698,Onk to holo purono der ktha.  Jader ktha bolsan tara onk sujog paisan r por kaje na lagaita  pairai bad porsan. So akhn sobaika ato sujog dite parle  notunder kisu sujog dite dos ki?,No,Not Hate
699, Soyong apnio kom chance pan nai kaje lagaisan.? ,No,Not Hate
700,Paran nai so notun kichur suru notun der deai hok. Ora hoyto apnader chaite kharap krbe na ar jai kruk.,No,Not Hate
701,nagin dance dito je polada koi,No,Not Hate
702,abar oo   sagoler   baccha  niya  nasa nachi ...salara  manosh  hoiti na  tora,Yes,Slang
703,Ei chuto kato player diye hobe na,Yes,Appearance
704,Age papon madarchod ta ke bad dite hobe.,Yes,Slang
705,Hedar Player na niye bhalo kaw k nen,Yes,Slang
706,Baje player sala,Yes,Others
707,Vai ara asole tikar player na.... Mone hosse khub hungry,No,Not Hate
708,Lathi mar.. 2 tare.,Yes,Others
709,U19 joy kothai? Se sob somoy dharabahik take dorkar,No,Not Hate
710,Dekha hobe mirpure ,No,Not Hate
711,Hridoy ar khela ami dakhaci o test odi valo khelba t20 ta na emon thikaca t20 ta,No,Not Hate
712,vlo kicu hbe asa rakchi,No,Not Hate
713,Shob kota ke ... change kora hok,No,Not Hate
714,Notun der na tene sabbir nasir asraful ader ke tana vlo,No,Not Hate
715,Tara dui jon bal chire bilaibe ekhon,Yes,Slang
716,"Liton, Souyma k ba nirdisto kauk bolir patha na baniye amra chai total team & management system tai change kora jate desh er Cricket ta durbar duronto hoy.",No,Not Hate
717,Sudani polader desh theke tariye dawa uchit,Yes,Slang
718,Bah . Dhekheo akta santi lage  shobai jodi tik amn vabe buzto r kono pblm taktona . R jader amther frnd vabi tadher mukhe malaun word ta sunte hoto na ,No,Not Hate
719,Hmm oita halo darmo,No,Not Hate
720,"Unnecessary comments. Ki saradin Allah er Allah. Kajkoro , uparjan koro. Monke Thanda koro. Nija ke proman kore. Tahole amara sabai Deb ba debi ba Allah ba chief of all religions",Yes,Religious
